CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"108904107","LEE EL","N","N","HIDALGO","108","EDINBURG CISD","108904","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904108","LINCOLN EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904109","GUERRA EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904110","ZAVALA ELEM","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904111","TRAVIS EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904112","FREDDY GONZALEZ EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904113","L B JOHNSON EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904114","CANTERBURY ELEM","N","N","HIDALGO","108","EDINBURG CISD","108904","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904115","MONTE CRISTO EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904116","ESCANDON EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904117","DE LA VINA ELEM","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904118","SAN CARLOS EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904119","TRUMAN EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904120","EISENHOWER EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904121","JOHN F KENNEDY EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904122","CANO-GONZALEZ ELEM","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904123","CAVAZOS EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904124","VILLARREAL EL","N","N","HIDALGO","108","EDINBURG CISD","108904","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904125","CARMEN V AVILA EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904126","ANNE L MAGEE EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904127","DR THOMAS ESPARZA EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904128","DR KAY TEER CRAWFORD EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904129","ALFONSO RAMIREZ EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904130","R C FLORES-MARK A ZAPATA EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108904131","MACARIA DELA GARZA GORENA EL","N","N","HIDALGO","108","EDINBURG CISD","108904","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108905001","HIDALGO EARLY COLLEGE H S","N","N","HIDALGO","108","HIDALGO ISD","108905","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108905002","HIDALGO ACADEMY","Y","N","HIDALGO","108","HIDALGO ISD","108905","10 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108905041","DIAZ J H","N","N","HIDALGO","108","HIDALGO ISD","108905","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108905101","HIDALGO EL","N","N","HIDALGO","108","HIDALGO ISD","108905","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108905102","KELLY EL","N","N","HIDALGO","108","HIDALGO ISD","108905","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108905103","DR ALEJO SALINAS JR EL","N","N","HIDALGO","108","HIDALGO ISD","108905","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108905104","HIDALGO PARK EL","N","N","HIDALGO","108","HIDALGO ISD","108905","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906001","MCALLEN H S","N","N","HIDALGO","108","MCALLEN ISD","108906","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906002","MEMORIAL H S","N","N","HIDALGO","108","MCALLEN ISD","108906","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906005","INSTR/GUID CENTER","N","N","HIDALGO","108","MCALLEN ISD","108906","07 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906006","ROWE H S","N","N","HIDALGO","108","MCALLEN ISD","108906","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906007","LAMAR ACADEMY","Y","N","HIDALGO","108","MCALLEN ISD","108906","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906009","SOUTHWEST KEY PROGRAM","N","N","HIDALGO","108","MCALLEN ISD","108906","08 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906011","ACHIEVE EARLY COLLEGE H S","N","N","HIDALGO","108","MCALLEN ISD","108906","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108906042","TRAVIS MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906043","LINCOLN MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906044","BROWN MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906045","MORRIS MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906046","DE LEON MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906047","CATHEY MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906048","MICHAEL E FOSSUM MIDDLE","N","N","HIDALGO","108","MCALLEN ISD","108906","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108906101","ALVAREZ EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906103","BONHAM EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906106","HOUSTON EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906107","JACKSON EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906108","NAVARRO EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906111","MILAM EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906112","WILSON EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906114","FIELDS EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906116","SEGUIN EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906119","ESCANDON EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906120","RAYBURN ELEMENTARY","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906121","ROOSEVELT EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906122","GARZA EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906123","MCAULIFFE EL","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906124","GONZALEZ ELEMENTARY","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906126","CASTANEDA EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906127","BLANCA E SANCHEZ","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906128","DR PABLO PEREZ","N","N","HIDALGO","108","MCALLEN ISD","108906","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906129","LUCILE HENDRICKS EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108906130","THIGPEN-ZAVALA EL","N","N","HIDALGO","108","MCALLEN ISD","108906","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108907001","MERCEDES H S","N","N","HIDALGO","108","MERCEDES ISD","108907","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108907002","MERCEDES ACADEMIC ACADEMY","Y","N","HIDALGO","108","MERCEDES ISD","108907","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108907003","JJAEP-SOUTHWEST KEY PROGRAM","N","N","HIDALGO","108","MERCEDES ISD","108907","08 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108907004","MERCEDES DAEP","N","N","HIDALGO","108","MERCEDES ISD","108907","07 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108907006","MERCEDES EARLY COLLEGE ACADEMY","N","N","HIDALGO","108","MERCEDES ISD","108907","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108907041","SGT MANUEL CHACON MIDDLE","N","N","HIDALGO","108","MERCEDES ISD","108907","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108907102","TAYLOR EL","N","N","HIDALGO","108","MERCEDES ISD","108907","01 - 05","E"," "," ","01","REGION 01: EDINBURG"
"108907103","TRAVIS EL","N","N","HIDALGO","108","MERCEDES ISD","108907","01 - 05","E"," "," ","01","REGION 01: EDINBURG"
"108907106","MERCEDES EARLY CHILDHOOD CENTER","N","N","HIDALGO","108","MERCEDES ISD","108907","EE - KG","E","108907103","TRAVIS EL","01","REGION 01: EDINBURG"
"108907107","RUBEN HINOJOSA EL","N","N","HIDALGO","108","MERCEDES ISD","108907","01 - 05","E"," "," ","01","REGION 01: EDINBURG"
"108907108","SGT WILLIAM G HARRELL MIDDLE","N","N","HIDALGO","108","MERCEDES ISD","108907","06 - 07","M"," "," ","01","REGION 01: EDINBURG"
"108907109","JOHN F KENNEDY EL","N","N","HIDALGO","108","MERCEDES ISD","108907","01 - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908001","MISSION H S","N","N","HIDALGO","108","MISSION CISD","108908","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108908002","VETERANS MEMORIAL H S","N","N","HIDALGO","108","MISSION CISD","108908","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108908004","MISSION COLLEGIATE H S","N","N","HIDALGO","108","MISSION CISD","108908","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108908038","HIDALGO CO J J A E P","N","N","HIDALGO","108","MISSION CISD","108908","07 - 07","M"," "," ","01","REGION 01: EDINBURG"
"108908039","ROOSEVELT ALTERNATIVE SCHOOL","N","N","HIDALGO","108","MISSION CISD","108908","01 - 11","B"," "," ","01","REGION 01: EDINBURG"
"108908041","MISSION J H","N","N","HIDALGO","108","MISSION CISD","108908","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108908042","WHITE J H","N","N","HIDALGO","108","MISSION CISD","108908","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108908043","ALTON MEMORIAL J H","N","N","HIDALGO","108","MISSION CISD","108908","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108908044","RAFAEL A CANTU J H","N","N","HIDALGO","108","MISSION CISD","108908","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108908101","BRYAN EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908102","CASTRO EL","N","N","HIDALGO","108","MISSION CISD","108908","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908104","MARCELL EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908105","PEARSON EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908107","ALTON EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908108","CANTU EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908109","LEAL EL","N","N","HIDALGO","108","MISSION CISD","108908","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908110","MIMS EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908111","OLLIE O'GRADY EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908112","CARL C WAITZ EL","N","N","HIDALGO","108","MISSION CISD","108908","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908113","SALINAS EL","N","N","HIDALGO","108","MISSION CISD","108908","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908114","RAQUEL CAVAZOS EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908115","HURLA M MIDKIFF EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108908116","HILDA C ESCOBAR/ALICIA C RIOS EL","N","N","HIDALGO","108","MISSION CISD","108908","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909001","PSJA EARLY COLLEGE H S","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909002","PSJA MEMORIAL EARLY COLLEGE H S","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909003","PSJA NORTH EARLY COLLEGE H S","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909004","STUDENT ALTER PROG","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","10 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909005","PSJA SONIA M SOTOMAYOR H S","Y","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","07 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909006","ELVIS J BALLEW H S","Y","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909007","PSJA SOUTHWEST EARLY COLLEGE H S","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909008","COLLEGE CAREER & TECHNOLOGY ACAD","Y","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","12 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909009","PSJA THOMAS JEFFERSON T-STEM EARLY","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108909011","BUELL CENTRAL DAEP","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 12","B"," "," ","01","REGION 01: EDINBURG"
"108909041","AUSTIN MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909042","ALAMO MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909043","LYNDON B JOHNSON MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909044","LIBERTY MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909045","R YZAGUIRRE MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909046","KENNEDY MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909047","JAIME ESCALANTE MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909048","AUDIE MURPHY MIDDLE","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108909101","JOHN MCKEEVER EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909106","JOHN DOEDYNS EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909107","GERALDINE PALMER EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909108","HENRY FORD EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909110","ZEFERINO FARIAS EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909112","ALFRED SORENSEN EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909113","AIDA C ESCOBAR EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909115","RAUL LONGORIA EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909116","DANIEL RAMIREZ EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909117","KELLY-PHARR EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909118","AMANDA GARZA-PENA EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909119","EDITH & ETHEL CARMAN EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909120","ARNOLDO CANTU SR EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909121","SANTOS LIVAS EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909122","DRS REED - MOCK EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909123","CESAR CHAVEZ EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909124","DR WILLIAM LONG EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909125","VIDA N CLOVER EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909126","AUGUSTO GUERRA EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909127","GRACIELA GARCIA EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909128","CARMEN ANAYA EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909129","SGT LEONEL TREVINO EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909130","ALLEN & WILLIAM ARNOLD EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909131","PSJA EARLY START","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - PK","E","108909000","PHARR-SAN JUAN-ALAMO ISD","01","REGION 01: EDINBURG"
"108909134","MARCIA R GARZA","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108909136","BERTA S PALACIOS EL","N","N","HIDALGO","108","PHARR-SAN JUAN-ALAMO ISD","108909","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"108910001","PROGRESO H S","N","N","HIDALGO","108","PROGRESO ISD","108910","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108910004","DAEP","N","N","HIDALGO","108","PROGRESO ISD","108910","07 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108910041","DOROTHY THOMPSON MIDDLE","N","N","HIDALGO","108","PROGRESO ISD","108910","07 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108910102","PROGRESO EL WEST","N","N","HIDALGO","108","PROGRESO ISD","108910","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108910104","NORTH EL","N","N","HIDALGO","108","PROGRESO ISD","108910","PK - 04","E"," "," ","01","REGION 01: EDINBURG"
"108910105","EAST EL","N","N","HIDALGO","108","PROGRESO ISD","108910","05 - 06","M"," "," ","01","REGION 01: EDINBURG"
"108911001","SHARYLAND H S","N","N","HIDALGO","108","SHARYLAND ISD","108911","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108911003","HIDALGO COUNTY J J A E P","N","N","HIDALGO","108","SHARYLAND ISD","108911","10 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108911007","SHARYLAND PIONEER H S","N","N","HIDALGO","108","SHARYLAND ISD","108911","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108911008","SHARYLAND ADVANCED ACADEMIC ACADEM","N","N","HIDALGO","108","SHARYLAND ISD","108911","09 - 10","S"," "," ","01","REGION 01: EDINBURG"
"108911041","B L GRAY J H","N","N","HIDALGO","108","SHARYLAND ISD","108911","07 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108911042","SHARYLAND NORTH J H","N","N","HIDALGO","108","SHARYLAND ISD","108911","07 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108911101","JOHN H SHARY EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911102","OLIVERO GARZA SR EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","EE - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911103","JESSIE L JENSEN EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911104","ROMULO D MARTINEZ EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","EE - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911105","RUBEN HINOJOSA EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911107","LLOYD & DOLLY BENTSEN EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911108","HARRY SHIMOTSU EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108911109","DONNA WERNECKE EL","N","N","HIDALGO","108","SHARYLAND ISD","108911","PK - 06","E"," "," ","01","REGION 01: EDINBURG"
"108912001","LA JOYA H S","N","N","HIDALGO","108","LA JOYA ISD","108912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108912004","JUAREZ-LINCOLN H S","N","N","HIDALGO","108","LA JOYA ISD","108912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108912005","HOPE ACADEMY","N","N","HIDALGO","108","LA JOYA ISD","108912","04 - 12","B"," "," ","01","REGION 01: EDINBURG"
"108912007","LA JOYA PALMVIEW H S","N","N","HIDALGO","108","LA JOYA ISD","108912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108912008","JIMMY CARTER EARLY COLLEGE H S","N","N","HIDALGO","108","LA JOYA ISD","108912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108912010","THELMA ROSA SALINAS STEM EARLY COL","N","N","HIDALGO","108","LA JOYA ISD","108912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"108912041","LORENZO DE ZAVALA MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912042","CESAR CHAVEZ MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912043","DR JAVIER SAENZ MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912044","MEMORIAL MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912045","ANN RICHARDS MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912046","IRENE M GARCIA MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912048","JUAN DE DIOS SALINAS MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912049","DOMINGO TREVINO MIDDLE","N","N","HIDALGO","108","LA JOYA ISD","108912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"108912102","JOHN F KENNEDY EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"108912104","GUILLERMO FLORES EL","N","N","HIDALGO","108","LA JOYA ISD","108912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
